Restaurant_id,Total_orders,Popular_dish
13188,6014,Mysore pak
13459,1249,Chhena poda
13752,1424,Kos kootu
13798,6351,Lauki ki subji
13818,3227,Mohanthal
13909,2192,Galho
13955,13909,Chikki
14039,12219,Kaara kozhambu
14058,14064,Veg Kolhapuri
14084,6446,Malapua
14096,11567,Sev tameta
14164,1426,Pindi chana
14171,14654,Lyangcha
14176,7672,Rasgulla
14413,2934,Sukhdi
14429,6346,Bombil fry
14439,5771,Currivepillai sadam 
14451,4904,Kalakand
14834,10496,Konir Dom
14842,3480,Pithe
14881,13179,Mysore pak
14903,10247,Gatta curry
14912,4423,Khichdi
14936,10989,Pootharekulu
15033,11096,Paratha
15034,9595,Shankarpali
15217,9115,Petha
15274,5165,Amti
15400,3948,Koldil Duck
15419,1592,Gatta curry
15531,13807,Mushroom do pyaza
15586,7915,Vindaloo
15905,9828,Sev tameta
16128,9976,Gulab jamun
16158,13656,Shahi tukra
16326,10440,Rasam
16469,2563,Kumol Sawul
16543,8824,Kos kootu
16941,12767,Pakhala
17069,5140,Pani puri
17077,7762,Pakhala
17368,12976,Currivepillai sadam 
17446,3928,Kaara kozhambu
17447,14390,Pattor
17596,11462,Khichu
17620,12155,Laapsi
17623,1919,Unni Appam
17708,11139,Khar
17809,1096,Konir Dom
18341,1047,Ariselu
18362,1822,Pakhala
18406,13272,Sevai
18483,10762,Sutar feni
18493,4427,Chapati
18669,11069,Kalakand
18688,1292,Rajma chaval
18848,14937,Khichu
18893,12572,Malapua
18977,6113,Bajri no rotlo
19004,14195,Aloo shimla mirch
19199,12944,Tandoori Fish Tikka
19451,3796,Gatta curry
19476,4975,Gatta curry
19496,9362,Kulfi falooda
19516,13454,Malapua
19583,4728,Palathalikalu
19890,2656,Adhirasam
20068,11439,Kadhi pakoda
20248,10751,Bengena Pitika
20338,9542,Payokh
20516,10867,Bora Sawul
20517,13112,Pindi chana
20611,13112,Palathalikalu
20656,1984,Thalipeeth
20702,7180,Bengena Pitika
20740,5485,Methi na Gota
20801,5085,Pav Bhaji
20863,3373,Ledikeni
21043,13983,Chevdo
21144,4920,Koshimbir
21369,8593,Kajjikaya
21395,13527,Galho
21459,11618,Bisi bele bath
21559,11217,Karela bharta
21560,12997,Paneer butter masala
21562,12234,Uttapam
21751,12358,Namakpara
21895,6324,Shrikhand
22150,11828,Chicken Tikka
22299,3895,Makki di roti sarson da saag
22404,13605,Aloo tikki
22405,3872,Sambar
22469,1379,Papadum
22501,2717,Adhirasam
22908,2959,Kalakand
22948,12424,Puttu
22959,14016,Daal puri
22986,9727,Cheera Doi
23012,6945,Daal Dhokli
23069,12006,Thalipeeth
23182,11512,Bisi bele bath
23183,4078,Cheera Doi
23221,13316,Payasam
23234,7391,Patra
23330,11856,Kheer sagar
23358,9755,Payasam
23366,7404,Rongi
23590,11687,Muthiya
23633,6646,Poornalu
23635,10681,Pongal
23778,12593,Poha
24005,9596,Tandoori Fish Tikka
24096,12700,Nankhatai
24273,10409,Chicken Tikka masala
24448,14438,Copra paak
24684,2232,Keerai masiyal
24746,7418,Bhatura
24769,5940,Vindaloo
24854,10875,Daal Dhokli
24907,3375,Rasabali
25001,10937,Aloo shimla mirch
25129,12740,Sheer korma
25137,6320,Gajar ka halwa
25303,5083,Dal tadka
25486,13402,Masor Koni
25515,13398,Vada
25547,6948,Mysore pak
25556,13106,Poriyal
25566,8177,Dudhi halwa
25798,10687,Sandesh
25900,5920,Malapua
26205,968,Avial
26361,10118,Gajar ka halwa
26366,14754,Panjeeri
26474,8776,Saath
26497,12163,Dal makhani 
26577,2262,Masala Dosa
26656,6734,Dal makhani 
26680,14597,Rasam
26703,14957,Namakpara
27074,1938,Biryani
27136,4375,Shankarpali
27278,4544,Kuzhambu
27280,1060,Thalipeeth
27289,14605,Gheela Pitha
27319,2712,Maach Jhol
27594,13699,Kootu
27598,9447,Sabudana Khichadi
27693,4099,Chole bhature
27787,4347,Rongi
27812,13705,Puttu
27990,7468,Ghevar
28066,8182,Pantua
28121,11961,Chana masala
28359,11795,Paniyaram
28377,1063,Kheer
28828,8882,Unni Appam
28967,7397,Naan
28990,7799,Galho
29221,13899,Kutchi dabeli
29247,12108,Cheera Doi
29348,2141,Poornalu
29576,6969,Sevai
29638,5783,Kumol Sawul
29673,2881,Aloo tikki
29708,5901,Misi roti
30287,7750,Luchi
30312,1836,Chicken razala
30338,7564,Pongal
30458,8456,Poha
30592,5485,Pootharekulu
30663,7932,Upma
30889,10483,Currivepillai sadam 
31405,7657,Surnoli
31515,12006,Theeyal
31827,3569,Shahi paneer
31961,11450,Sheera
32198,9829,Puli sadam
32302,3124,Kuzhi paniyaram
32443,4922,Thayir sadam
32550,1829,Basundi
32701,1657,Imarti
32719,11815,Kombdi vade
32732,9464,Dudhi halwa
32781,4961,Paravannam
33142,12100,Gud papdi
33168,11540,Kulfi falooda
33184,14612,Obbattu holige
33232,2635,Kabiraji
33427,10256,Kombdi vade
33521,1428,Daal Dhokli
33561,3148,Masala Dosa
33881,1501,Biryani
34074,4409,Ghooghra
34105,2123,Keerai sadam
34150,3947,Anarsa
34331,1454,Bebinca
34387,9539,Pattor
34415,4132,Imarti
34431,1157,Rasgulla
34618,5382,Paniyaram
34714,10358,Bebinca
34840,7896,Pongal
34995,3963,Sohan papdi
35105,9202,Sheera
35171,2661,Pani puri
35203,8228,Koldil Chicken
35213,9501,Saath
35323,12703,Shahi tukra
35370,9082,Sambar
35589,7682,Masala Dosa
35699,10122,Pattor
35747,3922,Attu
35753,13093,Thepla
35974,8246,Kanji
35983,14772,Butter chicken
35984,13031,Pongal
36039,3903,Sohan halwa
36192,13902,Thalipeeth
36222,7652,Pani puri
36263,3064,Chingri Bhape
36311,13730,Aloo matar
36340,10231,Bhatura
36457,6980,Kolim Jawla
36550,1855,Ras malai
36657,4017,Kadai paneer
36664,4341,Naan
36676,2726,Rasgulla
36761,9000,Navrattan korma
36778,13793,Pesarattu
36900,1345,Kanji
37107,14575,Amti
37111,11991,Pesarattu
37207,5541,Basundi
37306,2273,Sukhdi
37343,4434,Bombil fry
37354,4900,Bora Sawul
37477,5365,Butter chicken
37478,14329,Kumol Sawul
37483,14797,Patra
37566,7242,Samosa
37578,9979,Palathalikalu
37629,12821,Misti doi
37698,7972,Attu
37757,10453,Fara
37802,7583,Luchi
37813,5476,Palak paneer
37814,12639,Mysore pak
37953,2014,Aloo methi
37996,9009,Copra paak
38003,3729,Maach Jhol
38155,11503,Paravannam
38278,11059,Misti doi
38428,8708,Ras malai
38437,14340,Bandar laddu
38622,10603,Sev khamani
38662,5324,Rajma chaval
38824,11515,Modak
39047,10804,Mag Dhokli
39059,4722,Shufta
39066,11341,Daal puri
39080,4641,Pani puri
39109,5649,Kolim Jawla
39223,2425,Theeyal
39376,3901,Rasam
39400,13773,Bisi bele bath
39404,8798,Laddu
39412,7297,Konir Dom
39564,13528,Kolim Jawla
39602,12604,Gulab jamun
39922,1978,Pani Pitha
40314,9301,Paniyaram
40329,7930,Sohan halwa
40364,6288,Pithe
40376,11840,Aloo matar
40443,10106,Khichu
40476,12344,Khandvi
40730,9515,Mawa Bati
40837,11785,Mag Dhokli
40844,13261,Chapati
40847,6794,Bebinca
41002,2129,Bhatura
41005,9937,Surnoli
41006,1406,Namakpara
41013,8811,Kolim Jawla
41104,10685,Methi na Gota
41108,13727,Gheela Pitha
41118,2780,Poha
41307,2570,Unni Appam
41321,3775,Makki di roti sarson da saag
41484,3549,Paniyaram
41485,14708,Khakhra
41967,3630,Payokh
42034,3695,Rajma chaval
42061,4550,Sabudana Khichadi
42094,1546,Maach Jhol
42113,5202,Chingri Bhape
42220,4504,Pongal
42225,4700,Pongal
42232,8943,Chevdo
42313,10182,Bhakri
42315,8825,Sandige
42345,12959,Chakali
42365,1701,Sattu ki roti
42416,3866,Lauki ki subji
42466,4536,Daal puri
42577,13086,Pantua
42725,13331,Goja
42733,4304,Shukto
42739,10154,Khandvi
42906,14413,Sattu ki roti
43036,7365,Mag Dhokli
43274,13218,Misi roti
43312,5617,Dhokla
43380,11154,Galho
43409,3109,Ghooghra
43620,7471,Pithe
43802,13254,Bisi bele bath
43931,7691,Puttu
43996,4002,Karela bharta
44174,7677,Gulab jamun
44245,9576,Papad
44272,3135,Mag Dhokli
44304,14481,Aloo methi
44372,9089,Sambar
44388,1625,Hando Guri
44462,11205,Chicken Tikka masala
44605,14554,Kadhi pakoda
44907,10204,Puttu
44930,8090,Mysore pak
45184,12792,Keerai poriyal
45221,5141,Shukto
45469,14536,Sheera
45547,10077,Sattu ki roti
45575,7552,Rongi
45634,7312,Kuzhambu
45691,9467,Konir Dom
45915,2427,Poha
45974,8599,Koldil Duck
46125,12977,Mihidana
46222,5565,Bisi bele bath
46280,5609,Patra
46287,6627,Dalithoy
46321,10852,Ledikeni
46376,13140,Gulab jamun
46543,2312,Veg Kolhapuri
46548,5845,Aloo gobi
46567,3912,Kanji
46717,2769,Dum aloo
46728,9824,Khorisa
46868,2330,Fara
46904,6032,Undhiyu
46907,4291,Uttapam
46943,13444,Kachori
46979,1204,Chingri malai curry
47010,3246,Kajjikaya
47493,11746,Kakinada khaja
47507,12380,Dalithoy
47705,11859,Bilahi Maas
47737,5048,Kaju katli
47800,1396,Bilahi Maas
47824,11490,Khichu
47834,4782,Halvasan
47896,5514,Sohan halwa
47983,12367,Misti doi
48056,5494,Obbattu holige
48133,7583,Khorisa
48158,10342,Butter chicken
48190,11302,Khandvi
48406,9684,Thayir sadam
48568,14105,Zunka
48834,4973,Fara
48902,11954,Pindi chana
49083,14036,Masor Koni
49096,1206,Sabudana Khichadi
49135,2515,Kadhi pakoda
49149,1020,Khichu
49172,13621,Pani puri
49281,2251,Ghevar
49297,11847,Rabri
49336,10285,Kutchi dabeli
49348,1454,Kakinada khaja
49356,4752,Bebinca
49523,9118,Veg Kolhapuri
49562,5812,Kanji
49767,6321,Methi na Gota
49771,9339,Misi roti
49843,9371,Laapsi
49860,11503,Alu Pitika
50032,4589,Poha
50153,3767,Kajjikaya
50236,7015,Patra
50343,2286,Patra
50362,8824,Prawn malai curry
50366,5479,Singori
50384,2283,Kalakand
50493,12724,Khaman
50508,6381,Daal baati churma
50658,8416,Kheer
50711,14468,Navrattan korma
50933,12644,Sandige
51056,2564,Basundi
51096,1757,Mysore pak
51160,9787,Chingri Bhape
51420,13867,Bilahi Maas
51448,10525,Thayir sadam
51526,4512,Khar
51607,4997,Mag Dhokli
51662,3606,Mihidana
51680,14089,Bhindi masala
51704,1531,Dudhi halwa
51737,6215,Jeera Aloo
51887,3264,Kachori
51889,8348,Misi roti
51922,4323,Kuzhambu
51962,12136,Currivepillai sadam 
52026,11813,Laapsi
52035,6070,Theeyal
52055,11107,Coconut vadi
52262,12069,Gheela Pitha
52369,10990,Misti doi
52577,7360,Bengena Pitika
52667,10731,Daal baati churma
52927,5673,Kuzhakkattai
52982,12703,Uttapam
53037,8336,Goja
53099,7116,Mag Dhokli
53100,8603,Gatta curry
53119,13775,Dosa
53128,1235,Keerai masiyal
53268,9424,Dal tadka
53270,1824,Daal Dhokli
53310,10777,Sandige
53451,10500,Pantua
53490,6570,Gavvalu
53559,14513,Konir Dom
53637,2178,Modak
53796,6825,Makki di roti sarson da saag
53832,14263,Gajar ka halwa
53965,7921,Kombdi vade
53981,6663,Mag Dhokli
54003,5155,Bajri no rotlo
54357,10708,Bebinca
54414,12191,Khakhra
54451,1541,Chicken Tikka
54470,4773,Kabiraji
54473,4368,Butter chicken
54742,6466,Chapati
54871,13390,Obbattu holige
54947,10054,Shrikhand
54948,6552,Dalithoy
55019,1370,Aloo matar
55045,7906,Keerai sadam
55065,8302,Idiappam
55068,13203,Puri Bhaji
55079,4078,Dal makhani 
55251,5574,Dhondas
55365,4329,Mohanthal
55368,8186,Double ka meetha
55393,9651,Fara
55549,13834,Chorafali
55710,13859,Khandvi
55847,9245,Laapsi
55949,12354,Puli sadam
55957,5860,Mohanthal
56039,5106,Lilva Kachori
56093,1529,Puli sadam
56102,6084,Pesarattu
56173,11778,Veg Kolhapuri
56227,2033,Red Rice
56360,3892,Dosa
56524,9137,Dharwad pedha
56724,6340,Chicken Varuval
56740,10820,Dhokla
56930,7860,Nankhatai
57007,7052,Chicken razala
57128,6777,Thalipeeth
57335,3323,Bajri no rotlo
57383,4126,Keerai poriyal
57386,5644,Litti chokha
57422,8334,Payasam
57507,1103,Pani Pitha
57617,9532,Koshimbir
57640,3924,Chevdo
57702,14302,Ras malai
57711,6707,Churma Ladoo
57956,4895,Laddu
57964,6979,Makki di roti sarson da saag
58089,8562,Paniyaram
58100,13012,Kombdi vade
58378,1922,Prawn malai curry
58396,14830,Keerai sadam
58425,14135,Red Rice
58575,4362,Pork Bharta
58631,2219,Jalebi
58745,6491,Basundi
58746,6923,Paruppu sadam
58758,11870,Gatta curry
58832,9163,Kaju katli
59016,1388,Makki di roti sarson da saag
59146,3884,Kachori
59184,11430,Gulab jamun
59292,4792,Rajma chaval
59316,1153,Rasabali
59426,6160,Kabiraji
59431,1023,Gatta curry
59557,7866,Paniyaram
59590,7163,Adhirasam
59883,1246,Vegetable jalfrezi
59970,10884,Malapua
59996,12877,Gud papdi
60225,6433,Payokh
60508,3626,Jalebi
60509,6128,Nankhatai
60532,10015,Kolim Jawla
60557,1328,Undhiyu
60573,11449,Phirni
60585,14474,Cham cham
60743,14084,Fara
60888,6592,Anarsa
60965,12884,Chakali
60999,1634,Shahi tukra
61033,5949,Obbattu holige
61249,2772,Koldil Duck
61348,1018,Papadum
61427,2246,Dhokla
61686,4024,Dalithoy
61983,3907,Chicken razala
62038,1480,Aloo methi
62227,12726,Mushroom matar
62233,5149,Pootharekulu
62239,2658,Khaman
62467,7797,Kofta
62511,11893,Pani puri
62669,14404,Petha
62710,9858,Dharwad pedha
62729,11011,Shahi tukra
63079,13790,Chicken Tikka masala
63469,14919,Pani Pitha
63487,9011,Palathalikalu
63597,5232,Dum aloo
63616,7462,Mahim halwa
63642,7418,Kofta
64048,11785,Shufta
64062,1607,Zunka
64079,3007,Koldil Chicken
64317,14133,Unni Appam
64416,11078,Prawn malai curry
64609,5457,Gud papdi
64617,14822,Copra paak
64647,2247,Aloo gobi
64704,7532,Kos kootu
64765,3415,Halvasan
64770,6308,Vindaloo
64990,4598,Shrikhand
64992,13681,Unni Appam
65187,4090,Chicken Tikka masala
65286,14940,Naan
65300,14466,Red Rice
65400,1105,Currivepillai sadam 
65412,9256,Kachori
65415,9697,Luchi
65420,10551,Paravannam
65440,12978,Misti doi
65484,14939,Masor Koni
65486,8414,Kombdi vade
65590,5399,Dal tadka
65641,4748,Keerai kootu
65682,14340,Aloo shimla mirch
65686,12862,Shukto
65694,3263,Chorafali
65696,3359,Gavvalu
65713,5725,Bhatura
65837,5311,Pindi chana
65838,10378,Namakpara
65845,13384,Mag Dhokli
66031,4758,Bajri no rotlo
66037,13151,Puli sadam
66040,9379,Daal puri
66083,5785,Thayir sadam
66086,9843,Thayir sadam
66091,4799,Boondi
66153,13523,Jalebi
66160,11766,Chole bhature
66162,9040,Puli sadam
66168,13405,Hando Guri
66245,8948,Tandoori Chicken
66320,11099,Mahim halwa
66631,2181,Bhakri
66633,3343,Idli
66681,13524,Ledikeni
67259,13759,Imarti
67557,13163,Prawn malai curry
67617,4146,Anarsa
67724,6220,Mysore pak
67791,7560,Malapua
67824,7531,Malapua
67978,13376,Bebinca
67981,11460,Masala Dosa
68000,7055,Khichu
68019,3550,Sukhdi
68204,3485,Laddu
68209,14121,Copra paak
68213,13030,Uttapam
68275,14012,Hando Guri
68432,11410,Phirni
68599,7060,Paratha
68605,7568,Aloo matar
68838,10146,Dahi vada
68893,11167,Sheera
69120,7743,Keerai kootu
69165,12707,Pani puri
69278,1498,Phirni
69507,6122,Pongal
69773,2955,Dahi vada
69901,9675,Chicken Varuval
69957,2475,Puri Bhaji
69997,4999,Hando Guri
70056,1929,Rajma chaval
70147,8901,Koldil Chicken
70297,4244,Jalebi
70345,6487,Cheera Doi
70518,9017,Shahi tukra
70614,12893,Laddu
70628,13310,Kolim Jawla
70657,3035,Khaman
70695,11354,Red Rice
70757,11870,Sukhdi
70760,6252,Pindi chana
70940,10607,Dhokla
70946,14017,Pattor
70952,6327,Haq Maas
71036,8840,Kalakand
71037,7694,Gatta curry
71058,10238,Puttu
71103,14556,Shukto
71104,2532,Prawn malai curry
71172,10624,Gheela Pitha
71204,10725,Keerai masiyal
71274,6353,Bandar laddu
71588,13614,Kajjikaya
71637,5363,Chana masala
71638,8392,Khandvi
71694,13362,Dharwad pedha
72251,8966,Patra
72304,3583,Red Rice
72350,9787,Attu
72396,11984,Pesarattu
72430,1841,Saath
72545,13467,Paneer tikka masala
72652,12078,Nankhatai
72668,8514,Mishti Chholar Dal
72878,10131,Misti doi
73027,7120,Upma
73099,5838,Daal baati churma
73680,12161,Litti chokha
73758,2589,Rasam
73861,9026,Beef Fry
74019,4509,Mihidana
74116,12783,Bilahi Maas
74651,12995,Surnoli
75141,12865,Misti doi
75307,3992,Avial
75313,12793,Rasam
75315,3942,Pongal
75457,13432,Mihidana
75609,12557,Kuzhi paniyaram
75799,9274,Sandesh
76167,1708,Shrikhand
76170,5646,Obbattu holige
76424,11121,Sev khamani
76579,12542,Thayir sadam
76762,12608,Litti chokha
76794,9801,Shufta
76856,4993,Sheer korma
76858,13949,Idiappam
76889,5981,Bhakri
76890,9429,Modak
76891,12451,Kansar
77337,8550,Chevdo
77391,11529,Rongi
77532,13698,Shankarpali
77534,13784,Chikki
77540,12852,Mushroom do pyaza
77543,4083,Ledikeni
77567,11756,Mishti Chholar Dal
77711,12661,Kabiraji
77744,12227,Vindaloo
77865,2617,Shufta
78120,12243,Ghevar
78140,5975,Khichu
78177,2782,Bora Sawul
78178,2313,Makki di roti sarson da saag
78336,12836,Chhena jalebi
78387,5366,Dum aloo
78514,4173,Sevai
79232,5830,Ras malai
79247,5616,Pakhala
79269,1829,Mysore pak
79298,11169,Koshambri
79299,11421,Gheela Pitha
79308,3594,Phirni
79331,12106,Obbattu holige
79386,5201,Tandoori Chicken
79395,12409,Aloo gobi
79606,14058,Doodhpak
79815,9547,Sev tameta
79873,3996,Upma
79899,4485,Tandoori Fish Tikka
79995,11384,Kaju katli
80378,14453,Butter chicken
81023,10108,Bhakri
81093,8800,Kheer
81094,3996,Churma Ladoo
81220,7364,Paratha
82016,14270,Biryani
82094,11116,Paravannam
82374,14725,Pongal
82433,7457,Chicken Tikka
82666,1086,Vindaloo
82668,3606,Veg Kolhapuri
82789,10489,Gajar ka halwa
82798,7805,Namakpara
82961,11233,Singori
83104,11344,Butter chicken
83242,2592,Idiappam
83447,3192,Paniyaram
83604,4638,Masor Koni
83674,6885,Veg Kolhapuri
83834,6355,Kofta
83857,10185,Pantua
84147,3455,Petha
84158,12179,Shrikhand
84562,7105,Vada
84571,5611,Petha
84572,1748,Avial
84755,11686,Chicken Varuval
84822,8605,Paneer tikka masala
85056,6299,Phirni
85113,3798,Til Pitha
85161,8226,Khorisa
85205,10373,Rabri
85320,6376,Currivepillai sadam 
85352,5050,Pithe
85725,11331,Lyangcha
85954,1421,Petha
86138,3464,Koldil Duck
86443,6933,Veg Kolhapuri
86488,4914,Bhakri
86504,13811,Payasam
86595,3299,Paniyaram
86835,1986,Khichu
86889,11814,Masor Koni
86998,1192,Aloo gobi
87128,5720,Shrikhand
87269,10969,Papadum
87270,6930,Dum aloo
87290,3865,Pani Pitha
87293,10157,Misti doi
87329,4799,Kofta
87330,14094,Kootu
87373,13676,Chole bhature
87404,10808,Papadum
87882,12194,Gud papdi
87895,12043,Daal puri
88016,5458,Palathalikalu
88424,14867,Gheela Pitha
88668,1053,Laapsi
88876,7197,Kofta
88949,6000,Ghevar
88954,4438,Mihidana
89508,7498,Kos kootu
89773,5223,Chak Hao Kheer
89835,10066,Petha
89982,3077,Masor Koni
90005,1322,Petha
90053,7447,Payasam
90109,8381,Rasam
90696,11453,Chikki
91168,14218,Chorafali
91536,13694,Qubani ka meetha
91682,14436,Bajri no rotlo
91930,8544,Kheer sagar
92839,4830,Unni Appam
93153,14041,Double ka meetha
93521,14035,Khichu
93539,3714,Fara
93902,12720,Chingri malai curry
94119,10609,Kos kootu
94415,4879,Bombil fry
94705,6459,Pinaca
94717,6389,Biryani
94759,13896,Kos kootu
95220,9603,Kuzhambu
95223,9116,Mihidana
95394,5404,Bhakri
95623,5527,Gud papdi
95753,4787,Chikki
95801,14744,Butter chicken
95869,4568,Kanji
95947,1451,Undhiyu
96048,4337,Puttu
96206,2006,Halvasan
96389,5576,Undhiyu
96511,2912,Surnoli
96579,1259,Pachadi
96772,8201,Tandoori Chicken
97063,11454,Kaara kozhambu
97115,13989,Keerai sadam
97131,11306,Veg Kolhapuri
97147,6255,Idiappam
97170,4285,Pakhala
97272,13938,Rongi
97301,14486,Doodhpak
97724,13192,Rasabali
98251,5193,Pav Bhaji
98926,6781,Doodhpak
99161,12572,Mawa Bati
99291,9257,Imarti
99672,9150,Mohanthal
99734,8747,Samosa
99886,7854,Dal tadka
99983,5111,Surnoli
100139,7231,Idli
100599,12539,Lauki ki subji
100825,14313,Doodhpak
101420,7432,Sohan papdi
101442,7111,Aloo methi
101484,5783,Masor tenga
102324,6924,Pork Bharta
103057,8150,Lauki ki subji
104122,12032,Palathalikalu
104124,7429,Mishti Chholar Dal
104306,14426,Sambar
104317,13306,Chingri Bhape
104342,12057,Palak paneer
104519,5463,Keerai poriyal
104769,7611,Lassi
105167,8892,Bajri no rotlo
105280,4161,Poriyal
105291,7129,Hando Guri
105296,3793,Mohanthal
105418,10001,Kuzhambu
105985,3087,Daal puri
106021,11435,Rasgulla
106025,5961,Sambar
106033,9850,Vegetable jalfrezi
106049,3908,Shahi paneer
106249,11379,Khorisa
106402,11110,Tandoori Chicken
106424,11033,Kombdi vade
106745,1611,Pav Bhaji
106756,8408,Upma
106988,5504,Galho
106990,6378,Paruppu sadam
107046,2236,Dhondas
107301,1528,Gatta curry
107488,6521,Gatta curry
107646,13226,Til Pitha
107695,4818,Paravannam
107741,10797,Modak
108098,6988,Ariselu
108343,7564,Kothamali sadam
108791,12145,Shankarpali
108879,11326,Rasabali
108893,5944,Makki di roti sarson da saag
108986,7837,Halvasan
109194,4843,Dal tadka
109781,7532,Chapati
110129,1114,Veg Kolhapuri
110312,4986,Sohan halwa
110580,2065,Pakhala
110634,11372,Butter chicken
110741,11723,Halvasan
110742,13401,Chhena kheeri
110747,10064,Thalipeeth
110751,8052,Naan
111033,1735,Gulab jamun
111494,12215,Ghooghra
111495,12514,Samosa
111563,6540,Keerai sadam
111619,12893,Rajma chaval
111637,12885,Mohanthal
112136,13654,Shufta
112202,1476,Rasabali
112991,10711,Pesarattu
113037,8854,Poha
113043,14073,Patra
113368,5080,Coconut vadi
114033,10715,Veg Kolhapuri
114318,13844,Idiappam
114462,9565,Kootu
114912,1968,Kadai paneer
114922,13569,Bilahi Maas
114937,7569,Obbattu holige
115070,9050,Chicken Tikka
115073,4724,Kadhi pakoda
116825,14225,Naan
117012,11923,Makki di roti sarson da saag
117138,14708,Kabiraji
117182,2382,Papad
117363,8874,Luchi
117500,13927,Luchi
117548,2049,Ghevar
117791,11621,Pootharekulu
117881,8906,Chingri Bhape
117904,5662,Pindi chana
118357,14202,Imarti
118546,6545,Red Rice
118717,9541,Rajma chaval
118742,12147,Ghooghra
118818,1471,Mag Dhokli
118906,14846,Thalipeeth
119009,1944,Ghevar
119014,14261,Sabudana Khichadi
119436,1967,Papad
119567,13625,Rasabali
119585,5759,Thepla
119596,14266,Chicken Tikka masala
120023,8051,Til Pitha
120100,12675,Ras malai
120118,11525,Paruppu sadam
121084,12584,Khar
121172,6954,Chicken Varuval
121189,991,Gajar ka halwa
121212,6650,Obbattu holige
121267,6885,Puttu
121328,7445,Khandvi
121478,7627,Sambar
121732,8918,Puli sadam
121809,1103,Kombdi vade
121913,14202,Sukhdi
121985,9560,Chak Hao Kheer
122371,2780,Petha
122399,1445,Chole bhature
122651,13034,Lassi
122882,12019,Chapati
122888,7600,Kheer sagar
122891,14523,Jalebi
122905,8698,Patra
123664,1929,Surnoli
123798,9348,Paneer tikka masala
123971,8602,Shrikhand
124053,7409,Keerai kootu
124391,3547,Obbattu holige
124585,1330,Pattor
124605,6675,Sohan halwa
124728,2374,Uttapam
124751,14336,Chak Hao Kheer
125137,11364,Idli
125149,3312,Alu Pitika
126017,14432,Kulfi falooda
126067,3999,Butter chicken
126707,2056,Rasabali
126793,1844,Pattor
127527,10385,Paravannam
127595,12397,Karela bharta
128078,3858,Pithe
128221,12103,Pani Pitha
128438,6999,Basundi
128453,6749,Keerai masiyal
128591,5018,Litti chokha
128643,7940,Dahi vada
128757,5120,Pakhala
128958,5410,Gavvalu
129102,4851,Farsi Puri
129158,8554,Bisi bele bath
129390,975,Chicken razala
129549,5640,Khorisa
129627,3512,Kanji
129915,7028,Kofta
130098,4906,Kansar
130204,1397,Papad
130241,9488,Chorafali
130420,14557,Palak paneer
130508,7200,Chakali
130766,14736,Dharwad pedha
131640,8180,Thepla
131671,6674,Bajri no rotlo
131692,9108,Methi na Gota
131773,3211,Makki di roti sarson da saag
132183,11674,Khakhra
132329,7537,Rajma chaval
132379,4748,Rasgulla
132452,11963,Dharwad pedha
132622,9150,Muthiya
132623,13167,Pithe
132911,2336,Red Rice
132945,14071,Halvasan
133046,7844,Coconut vadi
133393,7568,Chhena poda
133490,7661,Chhena jalebi
133839,1498,Bhatura
133995,3136,Litti chokha
134066,6654,Rasabali
134330,3822,Handwo
134785,11375,Kumol Sawul
135036,2288,Koshimbir
135037,3193,Puli sadam
135112,2128,Puli sadam
136444,10134,Bandar laddu
136656,6907,Kaju katli
136720,5312,Payokh
137826,7122,Dudhi halwa
138163,13266,Mihidana
138888,6434,Kutchi dabeli
138998,13602,Pesarattu
139468,2172,Handwo
139470,3241,Chingri malai curry
139721,5860,Sutar feni
139790,10150,Beef Fry
140013,6328,Bilahi Maas
140269,6242,Payasam
140314,1320,Chevdo
140399,1887,Paneer butter masala
140406,14851,Chevdo
140410,6641,Khakhra
140552,14284,Pakhala
141185,11157,Shahi tukra
141571,7992,Puttu
141879,11104,Pootharekulu
141986,13677,Mawa Bati
142909,8081,Chhena poda
143066,3186,Farsi Puri
143460,13447,Ras malai
144725,9919,Rasgulla
145378,7626,Sabudana Khichadi
145671,14152,Obbattu holige
145832,2622,Tandoori Fish Tikka
146006,6078,Chhena jalebi
146023,3738,Bombil fry
146389,10206,Halvasan
146402,3154,Puri Bhaji
146420,9233,Chhena poda
146490,12508,Vegetable jalfrezi
146670,4859,Chicken Tikka masala
146975,3531,Chapati
147547,10890,Koshimbir
147655,13838,Papadum
147670,13174,Galho
147742,3321,Aloo shimla mirch
148127,6798,Ras malai
148133,10883,Beef Fry
148254,14881,Petha
148766,6133,Bhatura
149154,8936,Payasam
149172,12596,Sev tameta
149204,12238,Khichdi
149409,1795,Dhondas
149631,12019,Pattor
150356,10768,Luchi
150646,2598,Paruppu sadam
151132,13442,Sandesh
151182,13762,Palak paneer
151229,2797,Copra paak
151287,4189,Chakali
151965,8301,Veg Kolhapuri
153035,14317,Aloo methi
153962,13365,Misi roti
154020,11443,Chakali
154260,967,Pantua
154526,2624,Puttu
154601,13182,Palathalikalu
154603,10836,Aloo tikki
154689,6971,Pongal
154935,1423,Bhatura
154975,8457,Methi na Gota
155212,7372,Rasabali
155284,11608,Avial
155541,7291,Chicken Tikka
155882,11632,Khaman
156610,5066,Surnoli
156913,5300,Pani puri
156965,6638,Shankarpali
157031,2434,Palathalikalu
157379,11641,Pav Bhaji
157553,8250,Turiya Patra Vatana sabji
157690,11481,Daal puri
157695,10604,Sheer korma
158019,3483,Unni Appam
